record_id,phase_id,entity,country,date,metric_name,metric_value,unit,source_type,source_name,url,notes
11,2,Via Donau,Danube Basin,2022-01-01,fairway_depth_compliance_pct,74,percent,public,Via Donau Fairway Performance Report 2022,https://www.viadonau.org,Share of operating days per year when all critical sections meet the 2.5 m TEN-T design depth standard; 26% non-compliance days
12,2,Danube Commission,Danube Basin,2022-01-01,critical_shallow_sections,7,count,public,Danube Commission Fairway Survey 2022,https://www.danubecom-intern.org,Persistently shallow sections where low-water restriction occurs regularly; Iron Gate exit (1.4 m); Bratislava-Budapest reach (various sections)
13,2,Via Donau,Austria,2022-01-01,iron_gate_exit_min_depth_m,1.4,m,public,Via Donau Channel Profile Survey 2022,https://www.viadonau.org,Minimum recorded fairway depth at the Iron Gate gorge exit critical section in low-water conditions; most severe single constraint on the river
14,3,Danube Commission,Danube Basin,2022-01-01,annual_vessel_passages_iron_gate,6800,passages/yr,public,Iron Gate I Operating Authority Statistics 2022,https://www.danubecom-intern.org,Annual commercial vessel passages through Iron Gate I lock chamber; publicly reported by Romania-Serbia joint operating authority
15,3,Danube Commission,Danube Basin,2022-01-01,annual_vessel_passages_gabcikovo,7200,passages/yr,public,Gabcikovo Lock Authority Statistics 2022,https://www.danubecom-intern.org,Annual vessel passages through Gabcikovo-Nagymaros hydropower complex lock chambers; highest traffic point on upper navigable Danube
16,3,Via Donau,Danube Basin,2022-01-01,avg_lock_waiting_time_hr,3.2,hours,public,Via Donau RIS Traffic Performance Report 2022,https://www.viadonau.org,Average vessel waiting time at Danube lock systems; design target is 2.0 hours; 3.2 hours reflects capacity constraints at peak periods
17,3,Via Donau,Danube Basin,2022-01-01,ais_vessel_tracking_coverage_pct,95,percent,public,Via Donau AIS Monitoring Report 2022,https://www.viadonau.org,Share of navigable Danube with AIS vessel tracking coverage; provides near-real-time position; speed; cargo declaration; draft data
18,4,World Bank,Danube Basin,2022-01-01,trade_value_facilitated_eur_bn_yr,6.5,EUR billion/yr,public,World Bank Danube Inland Waterway Trade Facilitation Study 2022,https://www.worldbank.org,Annual trade value carried by Danube inland waterway transport; grain; coal; oil; manufactured goods; construction materials
19,4,World Bank,Danube Basin,2022-01-01,freight_cost_saving_vs_road_eur_mn_yr,420,EUR million/yr,public,World Bank Danube Inland Waterway Trade Facilitation Study 2022,https://www.worldbank.org,Annual freight cost savings from using Danube waterway vs road equivalent; at 34 Mt/yr and estimated EUR 12.4/tonne cost differential
20,4,Danube Commission,Danube Basin,2022-01-01,port_direct_employment_fte,28000,FTE,public,Danube Commission Economic Impact Assessment 2022,https://www.danubecom-intern.org,Direct employment in Danube ports and waterway services; excludes induced/indirect employment (65000 FTE); across all 10 mainstream countries
21,4,Danube Commission,Danube Basin,2022-01-01,cargo_lost_to_restrictions_mt_yr,8,Mt/yr,public,Danube Commission Low Water Impact Assessment 2022,https://www.danubecom-intern.org,Annual cargo diverted from Danube to road due to low-water fairway restrictions; equivalent to approximately 320000 truck movements
22,4,Via Donau,Danube Basin,2022-01-01,investment_backlog_ten_t_eur_bn,4.2,EUR billion,public,Danube Commission TEN-T Investment Needs Assessment 2023,https://www.danubecom-intern.org,Estimated capital investment needed to bring the Danube navigable section to full TEN-T core network standard; fairways; ports; RIS; locks
23,1,Eurostat,EU,2022-01-01,danube_modal_share_of_inland_freight_pct,4.2,percent,public,Eurostat Inland Waterway Transport Statistics 2022,https://ec.europa.eu/eurostat,Danube's share of total inland freight transport (all modes) in Danube basin countries; significantly below potential given infrastructure cost
24,3,ICPDR,Danube Basin,2022-01-01,co2_per_tonne_km_river_g,5,g CO2/tkm,public,ICPDR Navigation and Environment Working Group 2022,https://www.icpdr.org,CO2 emissions per tonne-kilometre for river freight; compared to road freight at 90 g CO2/tkm and rail at 22 g CO2/tkm
25,2,Danube Commission,Danube Basin,2023-01-01,low_water_days_trend_days_per_yr,1.5,days/yr increase,public,Danube Commission Climate Adaptation Strategy 2023,https://www.danubecom-intern.org,Rate of increase in annual low-water restriction days at critical sections since 2000; driven by climate change reducing summer precipitation and snowmelt
