record_id,phase_id,entity,country,date,metric_name,metric_value,unit,source_type,source_name,url,notes
11,2,World Bank,Danube Basin,2022-01-01,post_catch_loss_non_eu_states_pct,21,percent,public,World Bank Post-Harvest Loss Assessment Eastern Europe 2022,https://www.worldbank.org,Post-catch losses in non-EU Danube states (Romania in lower basin; Serbia; Ukraine; Moldova); primarily temperature abuse
12,2,World Bank,EU Danube states,2022-01-01,post_catch_loss_eu_states_pct,8,percent,public,World Bank Post-Harvest Loss Assessment Eastern Europe 2022,https://www.worldbank.org,Post-catch losses in EU member states (Austria; Slovakia; Hungary; Croatia; Bulgaria); much lower due to cold chain infrastructure
13,2,FAO,Danube Basin,2022-01-01,processing_recovery_rate_pct,62,percent,public,FAO Technical Paper Improving Inland Fisheries Value Chains 2021,https://www.fao.org,Edible product weight as share of live catch weight; below EU inland fisheries benchmark of 72% due to small-scale artisanal dominance
14,2,EEA,Danube Basin,2022-01-01,value_lost_to_post_catch_losses_eur_mn_yr,40,EUR million/yr,inferred,World Bank post-catch loss data applied to EUR 145M catch value,https://www.worldbank.org,Estimated annual value destroyed by post-catch deterioration and processing inefficiency; primary bond intervention target for this phase
15,3,Eurostat,Danube Basin,2022-01-01,domestic_consumption_share_pct,68,percent,public,Eurostat Fishery Statistics FISH : apparent consumption 2022,https://ec.europa.eu/eurostat,Share of Danube commercial catch consumed domestically; 32% exported; primarily to Germany and Austria for pike-perch
16,3,Eurostat,Danube Basin,2022-01-01,fish_export_volume_tonnes,7000,tonnes/yr,public,Eurostat Foreign Trade : fish and fishery products 2022,https://ec.europa.eu/eurostat,Annual export volume of Danube freshwater fish products; primarily pike-perch and wels catfish to German and Austrian markets
17,3,Eurostat,Danube Basin,2022-01-01,food_safety_certified_share_pct,52,percent,public,Eurostat food safety compliance data + national food authority reports 2022,https://ec.europa.eu/eurostat,Share of commercial catch volume with full food safety certification; non-certified product sold at steep domestic discount
18,3,National Markets,Danube Basin,2022-01-01,retail_price_common_carp_eur_kg,3.80,EUR/kg,public,Market survey data from national fisheries authorities 2022,https://www.icpdr.org,Retail price for common carp (dominant catch species); low value limits sector income; cultural preference in Central/Eastern Europe
19,3,National Markets,Danube Basin,2022-01-01,retail_price_pike_perch_eur_kg,9.20,EUR/kg,public,Market survey data from national fisheries authorities 2022,https://www.icpdr.org,Retail price for pike-perch (Sander lucioperca); highest-value export species; premium for food-safety certified product
20,4,EEA,Danube Basin,2022-01-01,average_household_fishing_income_eur_yr,5800,EUR/yr,public,EEA WFD Economic Analysis of Water Uses : fisheries sector 2022,https://www.eea.europa.eu,Mean annual income from commercial fishing per household; far below EU rural average of EUR 18000-24000; fishing increasingly secondary livelihood
21,4,European Commission,EU Danube states,2022-01-01,emfaf_allocation_danube_eur_mn_2021_2027,320,EUR million,public,EMFAF European Maritime Fisheries and Aquaculture Fund 2021-2027 national programme documents,https://ec.europa.eu/oceans-and-fisheries,EMFAF allocation for Danube basin EU member states 2021-2027; skewed toward vessel modernisation over stock monitoring or habitat restoration
22,4,FAO,Danube Basin,2022-01-01,aquaculture_production_tonnes,90000,tonnes/yr,public,FAO Aquaculture Production Statistics 2022,https://www.fao.org/fishery/en/statistics/global-aquaculture-production,Danube basin aquaculture production (carp; catfish; trout); predominantly Hungary; Romania; Serbia
23,4,FAO,Danube Basin,2022-01-01,aquaculture_value_eur_mn,210,EUR million/yr,public,FAO Aquaculture Production Statistics 2022,https://www.fao.org/fishery/en/statistics/global-aquaculture-production,Farm gate value of aquaculture production; larger than wild catch in economic terms; carp dominant at EUR 1.50-2.00/kg farm gate
24,4,National Licence Authorities,Danube Basin,2022-01-01,conservation_levy_from_licences_eur_mn_yr,12,EUR million/yr,public,National fisheries authorities licence fee structures 2022,https://www.icpdr.org,Conservation levy component of commercial and recreational fishing licence fees directed to habitat management; only 8% reinvestment rate
25,0,ICPDR,Danube Basin,2022-01-01,basin_wide_quota_set_based_on_assessment,0.42,index 0-1,inferred,ICPDR Danube Fisheries Working Group assessment 2022,https://www.icpdr.org,Index measuring whether basin-wide catch totals are set based on integrated stock assessment; 0.42 indicates fragmentation risk
