record_id,phase_id,entity,country,date,metric_type,metric_category,d_value,c_value,n_value,balance_score,sustainability_index,unit,source_type,source_name,url,notes
36,3,Doré Production_Entity,USA,2025-01-05,daily_state,ndc_balance,218.28,237.37,193.8,85.14,0.2671,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
37,4,Refining_Entity,USA,2025-01-05,daily_state,ndc_balance,250.95,240.03,224.99,91.67,0.7746,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
38,5,Bar Casting & Assay_Entity,USA,2025-01-05,daily_state,ndc_balance,232.62,212.32,186.64,83.98,0.2369,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
39,6,Logistics & Vaulting_Entity,USA,2025-01-05,daily_state,ndc_balance,242.29,261.16,217.7,86.55,0.2732,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
40,7,Exchange Registration_Entity,USA,2025-01-05,daily_state,ndc_balance,268.84,266.38,262.75,98.18,6.222,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
41,0,Geological Prospecting_Entity,USA,2025-01-06,daily_state,ndc_balance,237.76,224.23,206.06,89.24,0.5181,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
42,1,Mine Extraction_Entity,USA,2025-01-06,daily_state,ndc_balance,257.45,256.43,254.92,99.21,9.0615,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
43,2,Ore Processing_Entity,USA,2025-01-06,daily_state,ndc_balance,256.0,208.75,159.81,69.13,0.0446,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
44,3,Doré Production_Entity,USA,2025-01-06,daily_state,ndc_balance,237.0,244.47,226.43,94.07,1.5201,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
45,4,Refining_Entity,USA,2025-01-06,daily_state,ndc_balance,257.31,258.81,255.08,98.85,8.1567,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
46,5,Bar Casting & Assay_Entity,USA,2025-01-06,daily_state,ndc_balance,252.16,250.95,249.16,99.05,8.7234,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
47,6,Logistics & Vaulting_Entity,USA,2025-01-06,daily_state,ndc_balance,251.27,257.34,242.57,95.39,2.1357,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
48,7,Exchange Registration_Entity,USA,2025-01-06,daily_state,ndc_balance,254.69,246.18,234.22,93.54,1.2134,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
49,0,Geological Prospecting_Entity,USA,2025-01-07,daily_state,ndc_balance,245.97,246.46,245.24,99.6,9.7667,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
50,1,Mine Extraction_Entity,USA,2025-01-07,daily_state,ndc_balance,257.27,249.81,239.24,94.37,1.5252,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
51,2,Ore Processing_Entity,USA,2025-01-07,daily_state,ndc_balance,255.71,269.17,237.39,90.48,0.5233,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
52,3,Doré Production_Entity,USA,2025-01-07,daily_state,ndc_balance,253.98,233.32,206.88,84.99,0.2289,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
53,4,Refining_Entity,USA,2025-01-07,daily_state,ndc_balance,263.25,220.41,173.95,72.22,0.0542,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
54,5,Bar Casting & Assay_Entity,USA,2025-01-07,daily_state,ndc_balance,233.78,251.05,211.12,87.15,0.3245,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
55,6,Logistics & Vaulting_Entity,USA,2025-01-07,daily_state,ndc_balance,257.75,222.59,182.34,76.12,0.0803,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
56,7,Exchange Registration_Entity,USA,2025-01-07,daily_state,ndc_balance,244.26,234.09,220.02,92.01,0.882,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
57,0,Geological Prospecting_Entity,USA,2025-01-08,daily_state,ndc_balance,242.7,261.98,217.64,86.31,0.2618,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
58,1,Mine Extraction_Entity,USA,2025-01-08,daily_state,ndc_balance,260.6,244.66,223.42,88.48,0.3786,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
59,2,Ore Processing_Entity,USA,2025-01-08,daily_state,ndc_balance,241.81,220.71,194.02,83.98,0.2196,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
60,3,Doré Production_Entity,USA,2025-01-08,daily_state,ndc_balance,271.3,255.66,234.68,89.11,0.3925,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
61,4,Refining_Entity,USA,2025-01-08,daily_state,ndc_balance,239.4,257.95,215.21,86.6,0.2823,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
62,5,Bar Casting & Assay_Entity,USA,2025-01-08,daily_state,ndc_balance,248.95,239.83,227.09,92.94,1.0744,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
63,6,Logistics & Vaulting_Entity,USA,2025-01-08,daily_state,ndc_balance,256.53,231.65,200.8,82.37,0.159,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
64,7,Exchange Registration_Entity,USA,2025-01-08,daily_state,ndc_balance,244.84,247.19,241.39,98.12,6.4566,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
65,0,Geological Prospecting_Entity,USA,2025-01-09,daily_state,ndc_balance,242.51,257.04,222.97,89.31,0.4519,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
66,1,Mine Extraction_Entity,USA,2025-01-09,daily_state,ndc_balance,278.04,231.42,181.4,71.51,0.0458,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
67,2,Ore Processing_Entity,USA,2025-01-09,daily_state,ndc_balance,225.02,208.97,188.01,86.7,0.3735,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
68,3,Doré Production_Entity,USA,2025-01-09,daily_state,ndc_balance,247.74,233.06,213.44,88.82,0.4435,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
69,4,Refining_Entity,USA,2025-01-09,daily_state,ndc_balance,253.12,247.39,239.16,95.57,2.3339,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
70,5,Bar Casting & Assay_Entity,USA,2025-01-09,daily_state,ndc_balance,225.95,212.33,194.16,88.64,0.5115,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
71,6,Logistics & Vaulting_Entity,USA,2025-01-09,daily_state,ndc_balance,254.44,247.44,237.48,94.65,1.6944,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
72,7,Exchange Registration_Entity,USA,2025-01-09,daily_state,ndc_balance,243.61,215.17,181.27,79.18,0.1221,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
73,0,Geological Prospecting_Entity,USA,2025-01-10,daily_state,ndc_balance,257.07,267.89,242.06,92.24,0.7865,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
74,1,Mine Extraction_Entity,USA,2025-01-10,daily_state,ndc_balance,254.17,229.75,199.4,82.52,0.1649,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
75,2,Ore Processing_Entity,USA,2025-01-10,daily_state,ndc_balance,250.67,220.41,184.64,78.55,0.108,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
76,3,Doré Production_Entity,USA,2025-01-10,daily_state,ndc_balance,265.87,246.47,221.23,86.42,0.2589,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
77,4,Refining_Entity,USA,2025-01-10,daily_state,ndc_balance,223.48,239.59,202.28,87.42,0.371,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
78,5,Bar Casting & Assay_Entity,USA,2025-01-10,daily_state,ndc_balance,256.95,239.01,215.51,86.96,0.3012,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
79,6,Logistics & Vaulting_Entity,USA,2025-01-10,daily_state,ndc_balance,245.86,222.96,194.34,83.0,0.1871,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
80,7,Exchange Registration_Entity,USA,2025-01-10,daily_state,ndc_balance,258.5,233.33,202.13,82.3,0.1554,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
81,0,Geological Prospecting_Entity,USA,2025-01-11,daily_state,ndc_balance,217.65,238.32,191.49,84.08,0.2288,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
82,1,Mine Extraction_Entity,USA,2025-01-11,daily_state,ndc_balance,264.72,238.04,205.19,81.74,0.1385,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
83,2,Ore Processing_Entity,USA,2025-01-11,daily_state,ndc_balance,276.07,252.72,223.03,84.44,0.1801,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
84,3,Doré Production_Entity,USA,2025-01-11,daily_state,ndc_balance,255.08,242.69,225.77,90.74,0.6113,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
85,4,Refining_Entity,USA,2025-01-11,daily_state,ndc_balance,248.98,240.26,228.04,93.24,1.1629,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
86,5,Bar Casting & Assay_Entity,USA,2025-01-11,daily_state,ndc_balance,245.47,254.56,232.74,93.11,1.0797,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
87,6,Logistics & Vaulting_Entity,USA,2025-01-11,daily_state,ndc_balance,235.96,225.63,211.4,91.62,0.857,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
88,7,Exchange Registration_Entity,USA,2025-01-11,daily_state,ndc_balance,233.15,281.82,181.47,70.79,0.042,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
89,0,Geological Prospecting_Entity,USA,2025-01-12,daily_state,ndc_balance,257.96,250.48,239.88,94.37,1.5183,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
90,1,Mine Extraction_Entity,USA,2025-01-12,daily_state,ndc_balance,234.14,256.22,206.15,84.17,0.2009,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
91,2,Ore Processing_Entity,USA,2025-01-12,daily_state,ndc_balance,248.25,248.86,247.35,99.52,9.6485,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
92,3,Doré Production_Entity,USA,2025-01-12,daily_state,ndc_balance,235.35,247.88,218.3,90.38,0.5984,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
93,4,Refining_Entity,USA,2025-01-12,daily_state,ndc_balance,243.64,231.22,214.34,90.3,0.6085,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
94,5,Bar Casting & Assay_Entity,USA,2025-01-12,daily_state,ndc_balance,261.01,217.32,170.41,71.55,0.0521,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
95,6,Logistics & Vaulting_Entity,USA,2025-01-12,daily_state,ndc_balance,258.47,257.32,255.61,99.11,8.8304,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
96,7,Exchange Registration_Entity,USA,2025-01-12,daily_state,ndc_balance,236.81,230.23,220.89,94.6,1.8804,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
97,0,Geological Prospecting_Entity,USA,2025-01-13,daily_state,ndc_balance,246.65,250.08,241.65,97.3,4.6061,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
98,1,Mine Extraction_Entity,USA,2025-01-13,daily_state,ndc_balance,247.71,252.8,240.35,96.05,2.7794,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
99,2,Ore Processing_Entity,USA,2025-01-13,daily_state,ndc_balance,276.44,235.86,190.38,74.56,0.0603,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
100,3,Doré Production_Entity,USA,2025-01-13,daily_state,ndc_balance,224.27,259.87,183.57,76.04,0.0783,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
101,4,Refining_Entity,USA,2025-01-13,daily_state,ndc_balance,275.25,252.07,222.58,84.5,0.1827,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
102,5,Bar Casting & Assay_Entity,USA,2025-01-13,daily_state,ndc_balance,233.68,242.77,221.01,92.79,1.0804,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
103,6,Logistics & Vaulting_Entity,USA,2025-01-13,daily_state,ndc_balance,233.22,256.57,203.91,83.36,0.1801,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
104,7,Exchange Registration_Entity,USA,2025-01-13,daily_state,ndc_balance,229.73,239.6,216.06,92.09,0.9315,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
105,0,Geological Prospecting_Entity,USA,2025-01-14,daily_state,ndc_balance,234.93,247.28,218.12,90.5,0.6155,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
106,1,Mine Extraction_Entity,USA,2025-01-14,daily_state,ndc_balance,244.5,248.18,239.14,97.08,4.2518,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
107,2,Ore Processing_Entity,USA,2025-01-14,daily_state,ndc_balance,250.34,227.24,198.32,83.15,0.184,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
108,3,Doré Production_Entity,USA,2025-01-14,daily_state,ndc_balance,259.4,244.12,223.68,88.89,0.4107,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
109,4,Refining_Entity,USA,2025-01-14,daily_state,ndc_balance,235.17,285.34,182.25,70.35,0.0396,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
110,5,Bar Casting & Assay_Entity,USA,2025-01-14,daily_state,ndc_balance,257.15,242.24,222.26,89.05,0.4307,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
111,6,Logistics & Vaulting_Entity,USA,2025-01-14,daily_state,ndc_balance,271.23,278.15,261.33,95.14,1.7256,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
112,7,Exchange Registration_Entity,USA,2025-01-14,daily_state,ndc_balance,247.82,251.25,242.8,97.3,4.5896,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
113,0,Geological Prospecting_Entity,USA,2025-01-15,daily_state,ndc_balance,235.18,242.35,225.02,94.25,1.6282,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
114,1,Mine Extraction_Entity,USA,2025-01-15,daily_state,ndc_balance,247.01,248.33,245.06,98.95,8.5299,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
115,2,Ore Processing_Entity,USA,2025-01-15,daily_state,ndc_balance,254.99,255.08,254.86,99.93,9.9927,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
116,3,Doré Production_Entity,USA,2025-01-15,daily_state,ndc_balance,253.56,223.21,187.24,78.71,0.1073,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
117,4,Refining_Entity,USA,2025-01-15,daily_state,ndc_balance,235.92,235.16,234.03,99.36,9.4562,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
118,5,Bar Casting & Assay_Entity,USA,2025-01-15,daily_state,ndc_balance,245.77,263.91,221.96,87.15,0.2947,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
119,6,Logistics & Vaulting_Entity,USA,2025-01-15,daily_state,ndc_balance,232.56,238.57,223.97,95.09,2.1679,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
120,7,Exchange Registration_Entity,USA,2025-01-15,daily_state,ndc_balance,264.3,239.6,208.76,82.96,0.1614,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
121,0,Geological Prospecting_Entity,USA,2025-01-16,daily_state,ndc_balance,256.91,242.49,223.09,89.38,0.459,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
122,1,Mine Extraction_Entity,USA,2025-01-16,daily_state,ndc_balance,253.85,240.89,223.27,90.29,0.5616,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
123,2,Ore Processing_Entity,USA,2025-01-16,daily_state,ndc_balance,260.01,217.19,170.95,71.94,0.0543,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
124,3,Doré Production_Entity,USA,2025-01-16,daily_state,ndc_balance,244.55,250.34,236.25,95.48,2.2988,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
125,4,Refining_Entity,USA,2025-01-16,daily_state,ndc_balance,258.01,271.87,239.16,90.3,0.4943,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
126,5,Bar Casting & Assay_Entity,USA,2025-01-16,daily_state,ndc_balance,244.13,271.63,210.32,81.67,0.1305,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
127,6,Logistics & Vaulting_Entity,USA,2025-01-16,daily_state,ndc_balance,240.11,268.92,205.11,80.72,0.1191,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
128,7,Exchange Registration_Entity,USA,2025-01-16,daily_state,ndc_balance,262.26,228.56,189.34,77.33,0.0873,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
129,0,Geological Prospecting_Entity,USA,2025-01-17,daily_state,ndc_balance,254.61,244.08,229.5,92.06,0.8276,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
130,1,Mine Extraction_Entity,USA,2025-01-17,daily_state,ndc_balance,259.38,240.98,216.94,86.77,0.2868,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
131,2,Ore Processing_Entity,USA,2025-01-17,daily_state,ndc_balance,245.39,269.64,214.88,83.54,0.1672,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
132,3,Doré Production_Entity,USA,2025-01-17,daily_state,ndc_balance,248.52,259.88,232.87,91.63,0.7196,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
133,4,Refining_Entity,USA,2025-01-17,daily_state,ndc_balance,246.62,275.0,211.86,81.35,0.1226,index,simulated,Synthetic Generator - Shock,,Supply shock at Phase 2 on day 40 - cascade propagation
