record_id,phase_id,entity,country,date,metric_name,metric_value,unit,source_type,source_name,url,notes
CN-011,2,ICCO,Global,2024,top3_processors_global_share_pct,60,percent of global destination grinding,inferred,ICCO / industry analysis,https://www.icco.org/,Barry Callebaut + Cargill + Olam combined share of global destination grinding
CN-012,3,IOI Loders Croklaan,Netherlands,2024,ioi_loders_location,Wormerveer,municipality (North Holland),public,IOI Loders Croklaan corporate information,https://www.ioiloders.com/,Principal European CBE manufacturing facility
CN-013,3,EU Commission,EU,2000,eu_cbe_substitution_limit_pct,5,percent of cocoa butter content,public,EU Chocolate Directive 2000/36/EC Annex II,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32000L0036,Maximum CBE substitution in products labeled 'contains vegetable fats in addition to cocoa butter'
CN-014,3,TrueValue shea project,West Africa,2024,shea_phase4_export_D,210,N-D-C D-value,inferred,TrueValue Analytics west_african_shea supply chain model,/frontend/project/west_african_shea/data/processed/shea_supply_chain_ui.json,Shea Phase 4 Export from TrueValue shea project; used as 5% input to Phase 3 composite
CN-015,3,TrueValue shea project,West Africa,2024,shea_phase4_export_C,165,N-D-C C-value,inferred,TrueValue Analytics west_african_shea supply chain model,/frontend/project/west_african_shea/data/processed/shea_supply_chain_ui.json,Shea Phase 4 Export from TrueValue shea project; C=165 reflects weak export infrastructure and opacity
CN-016,3,TrueValue shea project,West Africa,2024,shea_phase4_export_balance_pct,64.0,percent,inferred,TrueValue Analytics west_african_shea supply chain model,/frontend/project/west_african_shea/data/processed/shea_supply_chain_ui.json,Shea export phase balance 64.0% — low transparency; pulls Phase 3 composite balance slightly downward
CN-017,3,IOI Loders Croklaan,Netherlands,2024,cbe_product_range,Coberine; Illexao; Chocofill,product names,public,IOI Loders Croklaan product range,https://www.ioiloders.com/product-range/,Principal CBE products sold to European chocolate manufacturers
CN-018,4,Tony's Chocolonely,Netherlands,2024,tonys_sourcing_premium_target_usd_per_mt,2700,USD per tonne (Living Income Reference Price Ivory Coast),public,Tony's Chocolonely Annual FAIR Report 2023/24,https://tonyschocolonely.com/nl/en/our-mission/annual-fair-report,Target farm-gate price vs market rate ~USD 1400/Mt — near-double premium
CN-019,4,Tony's Chocolonely,Netherlands,2024,tonys_no_cbe_policy,true,boolean (no CBE in any product),public,Tony's Chocolonely Annual FAIR Report 2023/24,https://tonyschocolonely.com/nl/en/our-mission/annual-fair-report,Tony's explicitly avoids CBE substitution; 100% cocoa butter in all products
CN-020,4,Tony's Chocolonely,Netherlands,2024,tonys_traceable_beans_pct,100,percent,public,Tony's Chocolonely Annual FAIR Report 2023/24,https://tonyschocolonely.com/nl/en/our-mission/annual-fair-report,100% of beans traceable to named cooperative partner (Ghana and Ivory Coast)
CN-021,4,Mondelez,Netherlands,2014,verkade_parent_company,Mondelez International,corporate owner,public,Mondelez International corporate information,https://www.mondelezinternational.com/,Verkade acquired by Mondelez; conventional CBE-using manufacturer model
CN-022,5,Kantar Worldpanel,Netherlands,2024,albert_heijn_grocery_market_share_pct,35,percent Dutch grocery,public,Kantar Worldpanel Netherlands 2024,https://www.kantar.com/,Approximate; Albert Heijn dominant Dutch grocery retailer
CN-023,5,CBS Netherlands,Netherlands,2024,nl_primary_reexport_destinations,Germany; Belgium; Switzerland; UK,countries,public,CBS Netherlands Statistics (Centraal Bureau voor de Statistiek),https://www.cbs.nl/,Primary destinations for Dutch semi-finished cocoa re-exports
CN-024,5,Fairtrade International,EU,2023,netherlands_fairtrade_purchase_intent_rank,1,EU country ranking (highest Fairtrade purchase intent),public,Fairtrade International Consumer Survey 2023,https://www.fairtrade.net/,Netherlands #1 in EU for certified and Fairtrade product purchase intention
CN-025,5,Tony's Chocolonely,Netherlands,2024,tonys_nl_market_position,Top-10 chocolate brand,market position by value,public,Tony's Chocolonely Annual FAIR Report 2023/24,https://tonyschocolonely.com/nl/en/our-mission/annual-fair-report,Tony's is a top-10 chocolate brand in Dutch retail by value
CN-026,2,IDH,Netherlands,2024,dutch_sustainability_agreement_market_coverage_pct,75,percent of Dutch cocoa market,public,IDH Dutch Sustainability Agreement on Cocoa (Duurzaamheidsconvenant Cacao),https://www.idhsustainabletrade.com/sectors/cocoa/,Approximately 75% of Dutch cocoa market covered by IDH sustainability agreement signatories
CN-027,0,EU Commission,EU,2023,eudr_compliance_deadline_sme,2026-06-30,date,public,EU Regulation 2023/1115 (EUDR),https://environment.ec.europa.eu/,SME/micro-enterprise EUDR compliance deadline (6 months after large operators)
CN-028,2,AEB Amsterdam,Netherlands,2024,aeb_amsterdam_waste_to_energy,true,facility processing industrial waste including cocoa shell,public,AEB Amsterdam Waste-to-Energy,https://www.aebamsterdam.nl/,Amsterdam industrial cocoa shell partially processed through AEB waste-to-energy facility
CN-029,1,ECA,EU,2024,eca_warehouse_operators_amsterdam,Deli Cocoa; C. Steinweg; ACTA; Cargill Storage,warehouse operators,public,ECA warehouse registry / Port of Amsterdam,https://www.eurococoa.com/,Principal licensed cocoa warehouse operators in Amsterdam area
CN-030,3,EU Commission,EU,2000,eu_cbe_permitted_fats,shea; illipe; sal; palm mid-fraction; kokum gurge; mango kernel,permitted vegetable fats,public,EU Chocolate Directive 2000/36/EC Annex II,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32000L0036,Six permitted vegetable fats for CBE use in EU chocolate
