record_id,phase_id,entity,country,date,metric_name,metric_value,unit,source_type,source_name,url,notes
16,3,ISO,Global,2023-12-31,iso_9994_standard_year,2005,year,public,ISO 9994:2005 Lighters — Safety requirements,https://www.iso.org/standard/39985.html,ISO 9994:2005 specifies safety requirements and test methods for lighters; superseded by ISO 9994:2024 (reaff)
17,3,CEN,Europe,2023-12-31,en_13869_child_resistance_standard_year,2016,year,public,EN 13869:2016 Lighters — Child-resistance for lighters,https://www.cen.eu,EN 13869 specifies child-resistance requirements; mandatory for EU and UK markets
18,3,SGS Bureau Veritas,Global,2023-12-31,lighter_certification_cost_per_sku_usd,2500,USD/SKU,estimated,SGS / Bureau Veritas / TUV lab fee schedules (estimated range),https://www.sgs.com,Estimated certification cost per lighter SKU including ISO 9994 and EN 13869 testing; range $2000-$4000
19,3,Industry estimate,Global,2023-12-31,iso_9994_test_cycle_days,21,days,estimated,Industry estimate based on SGS / Bureau Veritas standard lead times,,Typical test cycle from sample submission to pass/fail report; includes ignition test 30000 cycles; drop test; fuel leakage
20,3,Industry estimate,Global,2023-12-31,iso_9994_test_pass_rate_pct,94,percent,estimated,Industry estimate / CPSC lighter recall statistics,https://www.cpsc.gov,Estimated first-submission pass rate for ISO 9994; based on CPSC recall history and CLCA member reports
21,4,Drewry,Global,2024-06-30,container_freight_rate_shanghai_la_usd_per_feu,3200,USD/FEU,public,Drewry World Container Index,https://www.drewry.co.uk,Shanghai to Los Angeles freight rate per 40ft container (FEU); mid-2024 average
22,4,Industry calculation,Global,2023-12-31,lighters_per_40ft_container_units,2000000,units/FEU,inferred,Industry dimension calculation (standard lighter 8x4x3 cm; FEU 67 CBM),,"Calculated from standard BIC-size lighter dimensions (approx 7.8×4.2×1.4 cm); packed in display boxes; cartons; pallets; ~2M units per 40ft"
23,4,Industry estimate,Global,2023-12-31,packaging_cost_per_unit_usd,0.008,USD/unit,estimated,ICIS corrugated paper pricing + industry estimate,,Display box and outer carton packaging cost per unit; corrugated paper spot price basis
24,5,UN Comtrade,USA,2023-12-31,us_lighter_imports_hs9613_value_usd,450000000,USD/year,public,UN Comtrade HS 9613,https://comtrade.un.org,USA lighter imports (HS 9613.10 + 9613.20) declared customs value; largest single import market
25,5,UN Comtrade,EU,2023-12-31,eu_lighter_imports_hs9613_value_usd,380000000,USD/year,public,UN Comtrade HS 9613,https://comtrade.un.org,EU-27 lighter imports (HS 9613) declared customs value aggregate
26,5,US Census Bureau,USA,2023-12-31,us_lighter_import_declared_value_per_unit_usd,0.15,USD/unit,public,US Census Bureau AES / Panjiva customs manifests,https://www.census.gov,Declared customs value per unit for bulk generic lighter imports to USA; range $0.10-$0.22
27,5,Freightos,Global,2024-06-30,container_freight_rate_shanghai_rotterdam_usd_per_feu,2900,USD/FEU,public,Freightos Baltic Index (FBX),https://www.freightos.com,Shanghai to Rotterdam freight rate per FEU; mid-2024 average
28,5,US CBP,USA,2023-12-31,us_lighter_import_duty_rate_pct,3.9,percent,public,US CBP HTS 9613.10 duty rate,https://hts.usitc.gov,US MFN tariff rate for lighters (HTS 9613.10.00); standard most-favoured nation rate
29,6,NACS,USA,2023-12-31,convenience_store_wholesale_margin_pct,22,percent,public,NACS State of the Industry Report 2023,https://www.nacsonline.com,Typical wholesale margin for tobacco accessories (including lighters) in US convenience store channel
30,6,Industry estimate,Global,2023-12-31,wholesale_distribution_cost_per_unit_usd,0.03,USD/unit,estimated,Industry distribution cost benchmarks (estimated),,Pick-and-pack; last-mile; regional warehouse cost per unit; estimated from logistics industry benchmarks
31,7,Direct observation,USA,2023-12-31,retail_price_generic_lighter_usd,0.89,USD/unit,public,Direct observation / Amazon / Walmart,,Generic unbranded lighter retail price at US mass-market (Walmart; Dollar General); range $0.79-$0.99
32,7,Direct observation,USA,2023-12-31,retail_price_bic_classic_usd,1.49,USD/unit,public,Direct observation / BIC Group investor relations,,BIC Classic lighter retail price at US convenience store; range $1.29-$1.59
33,7,BIC Group,Global,2023-12-31,bic_lighter_units_sold_billion,1.5,billion units/year,public,BIC Group Annual Report 2023,https://www.bic-group.com/investors,BIC branded lighter units sold globally per year; BIC commands approximately 15% of global lighter market
34,7,NACS,USA,2023-12-31,convenience_store_lighter_retail_margin_pct,38,percent,public,NACS State of the Industry Report 2023,https://www.nacsonline.com,Retail margin on lighters in US convenience store channel; highest-margin tobacco accessory category
35,7,BIC Group,Global,2023-12-31,bic_brand_premium_over_generic_pct,67,percent,estimated,BIC Annual Report 2023 pricing vs UN Comtrade declared values (inferred),https://www.bic-group.com/investors,BIC retail price premium over generic OEM at equivalent channel; $1.49 vs $0.89; brand-premium E-layer finding
36,8,CPSC,USA,2023-12-31,lighter_recycling_rate_pct,0.3,percent,inferred,CPSC consumer guidance + Ellen MacArthur Foundation single-use plastics estimates,https://www.cpsc.gov/Business--Manufacturing/Business-Education/Business-Guidance/Lighters,Estimated global recycling diversion rate for disposable lighters; <1% based on absence of any systematic lighter-specific recycling stream in any major market; inferred from Ellen MacArthur Foundation and CPSC guidance
37,8,Ellen MacArthur Foundation,Global,2023-12-31,lighter_pp_waste_mt_per_year,50000,MT/year,inferred,Ellen MacArthur Foundation single-use plastics data + production volume calculation,https://ellenmacarthurfoundation.org,Estimated PP plastic waste from lighter bodies; 10 billion units × 5g PP body per unit = 50,000 MT PP/year entering waste stream; near-zero recovery
38,8,EPA IPCC,Global,2023-12-31,lighter_butane_venting_mt_co2e_per_year,14500,MT CO2e/year,inferred,EPA AP-42 fugitive emissions methodology + IPCC AR6 GWP + production volume estimate,,Estimated butane venting to atmosphere from incompletely exhausted lighters at disposal; 10 billion units × 0.5g residual butane × 2.9 kg CO2e/kg butane (IPCC AR6 GWP100) = approximately 14,500 MT CO2e/year
39,8,France CITEO,France,2023-12-31,france_citeo_rep_lighters_included,1,binary (1=yes),public,CITEO REP emballages menagers (French Extended Producer Responsibility),https://www.citeo.com,France is the only major market with a specific EPR framework that includes lighter packaging under the REP emballages system (2022); no other EU member state has lighter-specific EPR; coverage is packaging only not device itself
40,8,CPSC DOT,USA,2023-12-31,lighter_hazardous_waste_threshold_fuel_remaining,1,binary (1=yes/classified hazardous),public,CPSC lighter disposal guidance; DOT 49 CFR Part 173 hazardous materials transportation,https://www.cpsc.gov/Business--Manufacturing/Business-Education/Business-Guidance/Lighters,USA regulatory position: lighter with residual fuel = hazardous household waste; CPSC advises exhausting fuel before disposal; no curbside recycling stream accepts butane-filled lighters
41,8,ISO,Global,2023-12-31,lighter_recyclable_materials_technically_pct,80,percent,inferred,ISO 14040 LCA material characterization; industry material composition estimates,,Estimated percent of lighter unit mass that is technically recyclable (PP body; steel components; ferrocerium); approximately 80% by mass is recyclable material IF disassembled and decontaminated; actual recovery rate near-zero due to absence of disassembly infrastructure
