record_id,phase_id,entity,country,date,metric_type,metric_category,d_value,c_value,n_value,balance_score,sustainability_index,unit,source_type,source_name,url,notes
46,5,Bar Casting & Assay_Entity,USA,2025-01-06,daily_state,ndc_balance,237.86,215.78,188.17,83.06,0.2011,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
47,6,Logistics & Vaulting_Entity,USA,2025-01-06,daily_state,ndc_balance,422.06,145.29,66.71,26.94,0.0013,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
48,7,Exchange Registration_Entity,USA,2025-01-06,daily_state,ndc_balance,297.51,241.68,184.24,68.71,0.032,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
49,0,Geological Prospecting_Entity,USA,2025-01-07,daily_state,ndc_balance,274.54,200.48,136.79,58.3,0.0182,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
50,1,Mine Extraction_Entity,USA,2025-01-07,daily_state,ndc_balance,274.89,295.79,247.58,86.82,0.2239,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
51,2,Ore Processing_Entity,USA,2025-01-07,daily_state,ndc_balance,223.58,259.29,182.81,75.93,0.0778,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
52,3,Doré Production_Entity,USA,2025-01-07,daily_state,ndc_balance,250.02,201.39,152.07,67.77,0.0421,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
53,4,Refining_Entity,USA,2025-01-07,daily_state,ndc_balance,259.86,260.84,258.39,99.25,9.1198,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
54,5,Bar Casting & Assay_Entity,USA,2025-01-07,daily_state,ndc_balance,246.45,264.07,223.24,87.51,0.3121,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
55,6,Logistics & Vaulting_Entity,USA,2025-01-07,daily_state,ndc_balance,386.66,157.58,75.48,30.58,0.0019,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
56,7,Exchange Registration_Entity,USA,2025-01-07,daily_state,ndc_balance,269.09,229.73,185.57,74.63,0.0641,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
57,0,Geological Prospecting_Entity,USA,2025-01-08,daily_state,ndc_balance,235.67,260.24,205.03,82.79,0.1629,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
58,1,Mine Extraction_Entity,USA,2025-01-08,daily_state,ndc_balance,260.62,261.45,259.37,99.36,9.3474,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
59,2,Ore Processing_Entity,USA,2025-01-08,daily_state,ndc_balance,247.54,255.06,236.87,94.27,1.5002,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
60,3,Doré Production_Entity,USA,2025-01-08,daily_state,ndc_balance,241.09,291.35,187.7,70.82,0.0394,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
61,4,Refining_Entity,USA,2025-01-08,daily_state,ndc_balance,233.75,292.63,174.89,66.87,0.0288,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
62,5,Bar Casting & Assay_Entity,USA,2025-01-08,daily_state,ndc_balance,260.36,199.81,143.26,62.81,0.0272,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
63,6,Logistics & Vaulting_Entity,USA,2025-01-08,daily_state,ndc_balance,447.36,181.89,87.06,30.52,0.0014,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
64,7,Exchange Registration_Entity,USA,2025-01-08,daily_state,ndc_balance,285.44,258.32,224.54,82.69,0.1341,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
65,0,Geological Prospecting_Entity,USA,2025-01-09,daily_state,ndc_balance,256.76,225.19,188.04,78.2,0.0994,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
66,1,Mine Extraction_Entity,USA,2025-01-09,daily_state,ndc_balance,269.51,240.02,204.34,80.34,0.1136,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
67,2,Ore Processing_Entity,USA,2025-01-09,daily_state,ndc_balance,263.72,186.16,123.04,55.53,0.0166,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
68,3,Doré Production_Entity,USA,2025-01-09,daily_state,ndc_balance,258.94,224.04,183.94,76.37,0.0814,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
69,4,Refining_Entity,USA,2025-01-09,daily_state,ndc_balance,283.07,255.58,221.49,82.35,0.1306,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
70,5,Bar Casting & Assay_Entity,USA,2025-01-09,daily_state,ndc_balance,265.56,245.7,219.96,86.11,0.2474,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
71,6,Logistics & Vaulting_Entity,USA,2025-01-09,daily_state,ndc_balance,400.03,204.35,107.48,37.59,0.0026,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
72,7,Exchange Registration_Entity,USA,2025-01-09,daily_state,ndc_balance,310.02,236.36,168.31,62.18,0.0184,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
73,0,Geological Prospecting_Entity,USA,2025-01-10,daily_state,ndc_balance,281.81,225.77,169.47,67.19,0.0317,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
74,1,Mine Extraction_Entity,USA,2025-01-10,daily_state,ndc_balance,234.06,241.02,224.18,94.38,1.7089,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
75,2,Ore Processing_Entity,USA,2025-01-10,daily_state,ndc_balance,258.7,230.15,195.68,80.2,0.1212,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
76,3,Doré Production_Entity,USA,2025-01-10,daily_state,ndc_balance,260.76,247.66,229.84,90.44,0.551,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
77,4,Refining_Entity,USA,2025-01-10,daily_state,ndc_balance,230.03,252.97,201.22,83.42,0.1865,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
78,5,Bar Casting & Assay_Entity,USA,2025-01-10,daily_state,ndc_balance,279.02,237.24,190.69,74.12,0.057,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
79,6,Logistics & Vaulting_Entity,USA,2025-01-10,daily_state,ndc_balance,443.05,161.74,75.18,28.09,0.0013,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
80,7,Exchange Registration_Entity,USA,2025-01-10,daily_state,ndc_balance,281.01,196.31,128.53,54.72,0.0139,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
81,0,Geological Prospecting_Entity,USA,2025-01-11,daily_state,ndc_balance,227.72,224.23,219.14,96.98,4.5062,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
82,1,Mine Extraction_Entity,USA,2025-01-11,daily_state,ndc_balance,231.16,226.3,219.3,95.88,2.9756,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
83,2,Ore Processing_Entity,USA,2025-01-11,daily_state,ndc_balance,245.72,260.93,225.34,88.99,0.4142,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
84,3,Doré Production_Entity,USA,2025-01-11,daily_state,ndc_balance,243.58,200.36,154.92,70.13,0.0533,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
85,4,Refining_Entity,USA,2025-01-11,daily_state,ndc_balance,272.8,219.07,164.87,67.44,0.0345,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
86,5,Bar Casting & Assay_Entity,USA,2025-01-11,daily_state,ndc_balance,261.45,243.59,220.14,87.23,0.3041,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
87,6,Logistics & Vaulting_Entity,USA,2025-01-11,daily_state,ndc_balance,423.99,196.41,98.64,34.18,0.0019,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
88,7,Exchange Registration_Entity,USA,2025-01-11,daily_state,ndc_balance,282.36,203.28,136.84,57.12,0.016,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
89,0,Geological Prospecting_Entity,USA,2025-01-12,daily_state,ndc_balance,293.57,244.86,192.39,71.76,0.042,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
90,1,Mine Extraction_Entity,USA,2025-01-12,daily_state,ndc_balance,247.05,264.1,224.5,87.89,0.3327,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
91,2,Ore Processing_Entity,USA,2025-01-12,daily_state,ndc_balance,254.99,249.98,242.75,96.15,2.8504,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
92,3,Doré Production_Entity,USA,2025-01-12,daily_state,ndc_balance,299.84,233.12,169.42,64.08,0.0224,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
93,4,Refining_Entity,USA,2025-01-12,daily_state,ndc_balance,243.64,242.91,241.83,99.4,9.4936,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
94,5,Bar Casting & Assay_Entity,USA,2025-01-12,daily_state,ndc_balance,284.8,194.32,124.61,52.97,0.0122,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
95,6,Logistics & Vaulting_Entity,USA,2025-01-12,daily_state,ndc_balance,380.69,171.19,84.93,33.27,0.0023,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
96,7,Exchange Registration_Entity,USA,2025-01-12,daily_state,ndc_balance,240.86,213.68,181.04,79.8,0.1336,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
97,0,Geological Prospecting_Entity,USA,2025-01-13,daily_state,ndc_balance,260.05,217.73,171.85,72.22,0.0555,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
98,1,Mine Extraction_Entity,USA,2025-01-13,daily_state,ndc_balance,221.46,241.73,195.65,84.56,0.2376,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
99,2,Ore Processing_Entity,USA,2025-01-13,daily_state,ndc_balance,267.25,197.63,136.49,59.39,0.0206,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
100,3,Doré Production_Entity,USA,2025-01-13,daily_state,ndc_balance,266.4,260.43,251.85,95.62,2.1899,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
101,4,Refining_Entity,USA,2025-01-13,daily_state,ndc_balance,269.08,270.46,267.03,98.98,8.3997,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
102,5,Bar Casting & Assay_Entity,USA,2025-01-13,daily_state,ndc_balance,308.02,222.71,150.52,57.47,0.0137,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
103,6,Logistics & Vaulting_Entity,USA,2025-01-13,daily_state,ndc_balance,422.19,173.75,83.48,30.82,0.0016,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
104,7,Exchange Registration_Entity,USA,2025-01-13,daily_state,ndc_balance,273.98,262.36,246.31,91.87,0.6898,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
105,0,Geological Prospecting_Entity,USA,2025-01-14,daily_state,ndc_balance,223.1,218.47,211.81,95.94,3.1848,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
106,1,Mine Extraction_Entity,USA,2025-01-14,daily_state,ndc_balance,277.54,265.5,248.89,91.69,0.645,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
107,2,Ore Processing_Entity,USA,2025-01-14,daily_state,ndc_balance,242.74,261.36,218.42,86.72,0.2803,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
108,3,Doré Production_Entity,USA,2025-01-14,daily_state,ndc_balance,256.82,277.51,230.0,86.15,0.2284,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
109,4,Refining_Entity,USA,2025-01-14,daily_state,ndc_balance,251.49,265.64,232.35,89.89,0.4756,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
110,5,Bar Casting & Assay_Entity,USA,2025-01-14,daily_state,ndc_balance,317.29,246.28,178.67,63.91,0.0198,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
111,6,Logistics & Vaulting_Entity,USA,2025-01-14,daily_state,ndc_balance,420.99,190.84,94.98,33.51,0.0019,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
112,7,Exchange Registration_Entity,USA,2025-01-14,daily_state,ndc_balance,266.66,283.72,243.89,88.67,0.332,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
113,0,Geological Prospecting_Entity,USA,2025-01-15,daily_state,ndc_balance,253.6,233.18,207.0,85.12,0.2341,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
114,1,Mine Extraction_Entity,USA,2025-01-15,daily_state,ndc_balance,233.29,267.43,193.49,77.46,0.085,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
115,2,Ore Processing_Entity,USA,2025-01-15,daily_state,ndc_balance,267.34,227.57,183.17,74.26,0.0628,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
116,3,Doré Production_Entity,USA,2025-01-15,daily_state,ndc_balance,261.53,202.29,146.21,63.57,0.0284,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
117,4,Refining_Entity,USA,2025-01-15,daily_state,ndc_balance,253.7,251.32,247.81,98.14,6.3829,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
118,5,Bar Casting & Assay_Entity,USA,2025-01-15,daily_state,ndc_balance,298.93,211.86,140.55,55.85,0.0132,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
119,6,Logistics & Vaulting_Entity,USA,2025-01-15,daily_state,ndc_balance,394.43,166.57,80.72,31.49,0.0019,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
120,7,Exchange Registration_Entity,USA,2025-01-15,daily_state,ndc_balance,246.88,257.67,231.96,91.97,0.7912,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
121,0,Geological Prospecting_Entity,USA,2025-01-16,daily_state,ndc_balance,280.97,248.01,208.76,79.08,0.0912,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
122,1,Mine Extraction_Entity,USA,2025-01-16,daily_state,ndc_balance,274.43,243.35,206.05,79.73,0.1025,index,simulated,Synthetic Generator - Bottleneck,,Bottleneck at Phase 6 (Vaulting) - severe D-C imbalance
