record_id,phase_id,entity,country,date,metric_type,metric_category,d_value,c_value,n_value,balance_score,sustainability_index,unit,source_type,source_name,url,notes
12,3,Doré Production_Entity,USA,2025-01-02,daily_state,ndc_balance,299.18,158.31,84.86,39.0,0.005,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.70%
13,4,Refining_Entity,USA,2025-01-02,daily_state,ndc_balance,311.42,185.39,106.96,44.51,0.0063,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.70%
14,5,Bar Casting & Assay_Entity,USA,2025-01-02,daily_state,ndc_balance,303.2,189.63,113.36,47.28,0.0077,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.70%
15,6,Logistics & Vaulting_Entity,USA,2025-01-02,daily_state,ndc_balance,349.92,154.55,76.13,32.74,0.0026,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.70%
16,7,Exchange Registration_Entity,USA,2025-01-02,daily_state,ndc_balance,307.52,189.86,112.41,46.52,0.0072,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.70%
17,0,Geological Prospecting_Entity,USA,2025-01-03,daily_state,ndc_balance,290.9,171.28,98.07,43.94,0.007,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.74%
18,1,Mine Extraction_Entity,USA,2025-01-03,daily_state,ndc_balance,304.78,185.38,108.58,45.68,0.007,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.74%
19,2,Ore Processing_Entity,USA,2025-01-03,daily_state,ndc_balance,320.62,187.27,106.66,43.53,0.0056,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.74%
20,3,Doré Production_Entity,USA,2025-01-03,daily_state,ndc_balance,284.37,183.53,112.4,49.2,0.0098,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.74%
21,4,Refining_Entity,USA,2025-01-03,daily_state,ndc_balance,296.31,186.45,111.97,47.64,0.0083,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.74%
22,5,Bar Casting & Assay_Entity,USA,2025-01-03,daily_state,ndc_balance,292.87,188.29,114.98,48.96,0.0091,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.74%
23,6,Logistics & Vaulting_Entity,USA,2025-01-03,daily_state,ndc_balance,333.45,152.09,75.88,33.7,0.003,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.74%
24,7,Exchange Registration_Entity,USA,2025-01-03,daily_state,ndc_balance,283.32,187.88,117.63,50.98,0.011,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.74%
25,0,Geological Prospecting_Entity,USA,2025-01-04,daily_state,ndc_balance,311.73,175.45,97.55,41.71,0.0054,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.78%
26,1,Mine Extraction_Entity,USA,2025-01-04,daily_state,ndc_balance,314.43,199.22,120.28,48.06,0.0075,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.78%
27,2,Ore Processing_Entity,USA,2025-01-04,daily_state,ndc_balance,320.26,184.63,104.25,42.87,0.0054,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.78%
28,3,Doré Production_Entity,USA,2025-01-04,daily_state,ndc_balance,296.5,164.74,90.87,41.12,0.0058,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.78%
29,4,Refining_Entity,USA,2025-01-04,daily_state,ndc_balance,318.39,207.01,127.53,49.68,0.0081,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.78%
30,5,Bar Casting & Assay_Entity,USA,2025-01-04,daily_state,ndc_balance,299.86,159.68,85.91,39.26,0.0051,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.78%
31,6,Logistics & Vaulting_Entity,USA,2025-01-04,daily_state,ndc_balance,343.6,166.75,85.51,35.72,0.0032,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.78%
32,7,Exchange Registration_Entity,USA,2025-01-04,daily_state,ndc_balance,295.47,203.23,131.24,53.56,0.0117,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.78%
33,0,Geological Prospecting_Entity,USA,2025-01-05,daily_state,ndc_balance,305.47,173.47,96.99,42.14,0.0057,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.82%
34,1,Mine Extraction_Entity,USA,2025-01-05,daily_state,ndc_balance,319.83,181.59,101.53,42.13,0.0052,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.82%
35,2,Ore Processing_Entity,USA,2025-01-05,daily_state,ndc_balance,307.73,180.0,102.61,43.6,0.0061,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.82%
36,3,Doré Production_Entity,USA,2025-01-05,daily_state,ndc_balance,301.38,196.69,121.54,49.92,0.0091,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.82%
37,4,Refining_Entity,USA,2025-01-05,daily_state,ndc_balance,290.28,166.31,93.53,42.57,0.0065,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.82%
38,5,Bar Casting & Assay_Entity,USA,2025-01-05,daily_state,ndc_balance,292.18,165.37,92.27,41.98,0.0062,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.82%
39,6,Logistics & Vaulting_Entity,USA,2025-01-05,daily_state,ndc_balance,349.61,168.14,85.86,35.41,0.003,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.82%
40,7,Exchange Registration_Entity,USA,2025-01-05,daily_state,ndc_balance,314.61,192.54,113.28,46.02,0.0067,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.82%
41,0,Geological Prospecting_Entity,USA,2025-01-06,daily_state,ndc_balance,297.64,160.77,87.21,39.86,0.0053,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.86%
42,1,Mine Extraction_Entity,USA,2025-01-06,daily_state,ndc_balance,319.75,191.27,110.72,44.77,0.0061,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.86%
43,2,Ore Processing_Entity,USA,2025-01-06,daily_state,ndc_balance,315.92,178.49,99.48,41.89,0.0053,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.86%
44,3,Doré Production_Entity,USA,2025-01-06,daily_state,ndc_balance,285.26,160.78,89.47,41.78,0.0064,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.86%
45,4,Refining_Entity,USA,2025-01-06,daily_state,ndc_balance,281.66,174.49,103.58,46.72,0.0087,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.86%
46,5,Bar Casting & Assay_Entity,USA,2025-01-06,daily_state,ndc_balance,278.91,183.95,114.65,50.61,0.0111,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.86%
47,6,Logistics & Vaulting_Entity,USA,2025-01-06,daily_state,ndc_balance,343.92,155.3,77.17,33.39,0.0028,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.86%
48,7,Exchange Registration_Entity,USA,2025-01-06,daily_state,ndc_balance,289.81,158.23,86.37,40.33,0.0058,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.86%
49,0,Geological Prospecting_Entity,USA,2025-01-07,daily_state,ndc_balance,314.63,170.58,92.73,40.02,0.0048,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.90%
50,1,Mine Extraction_Entity,USA,2025-01-07,daily_state,ndc_balance,315.34,176.04,97.39,41.33,0.0052,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.90%
51,2,Ore Processing_Entity,USA,2025-01-07,daily_state,ndc_balance,319.22,187.04,106.74,43.68,0.0057,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.90%
52,3,Doré Production_Entity,USA,2025-01-07,daily_state,ndc_balance,281.33,171.66,100.78,45.86,0.0083,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.90%
53,4,Refining_Entity,USA,2025-01-07,daily_state,ndc_balance,321.33,184.87,104.25,42.77,0.0054,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.90%
54,5,Bar Casting & Assay_Entity,USA,2025-01-07,daily_state,ndc_balance,292.78,171.2,97.57,43.58,0.0068,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.90%
55,6,Logistics & Vaulting_Entity,USA,2025-01-07,daily_state,ndc_balance,330.11,159.12,81.34,35.49,0.0034,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.90%
56,7,Exchange Registration_Entity,USA,2025-01-07,daily_state,ndc_balance,302.89,201.58,126.57,51.22,0.0097,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.90%
57,0,Geological Prospecting_Entity,USA,2025-01-08,daily_state,ndc_balance,277.04,169.36,99.56,45.96,0.0086,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.95%
58,1,Mine Extraction_Entity,USA,2025-01-08,daily_state,ndc_balance,313.62,190.58,111.55,45.63,0.0066,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.95%
59,2,Ore Processing_Entity,USA,2025-01-08,daily_state,ndc_balance,308.03,184.42,106.82,44.82,0.0065,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.95%
60,3,Doré Production_Entity,USA,2025-01-08,daily_state,ndc_balance,293.65,166.58,93.08,42.09,0.0062,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.95%
61,4,Refining_Entity,USA,2025-01-08,daily_state,ndc_balance,313.87,189.97,110.88,45.41,0.0065,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.95%
62,5,Bar Casting & Assay_Entity,USA,2025-01-08,daily_state,ndc_balance,291.38,196.65,124.94,52.2,0.0111,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.95%
63,6,Logistics & Vaulting_Entity,USA,2025-01-08,daily_state,ndc_balance,364.57,170.09,85.68,34.41,0.0026,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.95%
64,7,Exchange Registration_Entity,USA,2025-01-08,daily_state,ndc_balance,269.44,206.41,147.7,62.63,0.0251,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 0.95%
65,0,Geological Prospecting_Entity,USA,2025-01-09,daily_state,ndc_balance,307.45,200.71,124.06,49.94,0.0088,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.00%
66,1,Mine Extraction_Entity,USA,2025-01-09,daily_state,ndc_balance,331.78,206.43,122.93,46.97,0.0064,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.00%
67,2,Ore Processing_Entity,USA,2025-01-09,daily_state,ndc_balance,318.24,199.15,119.11,47.31,0.007,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.00%
68,3,Doré Production_Entity,USA,2025-01-09,daily_state,ndc_balance,309.49,177.81,100.17,42.7,0.0058,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.00%
69,4,Refining_Entity,USA,2025-01-09,daily_state,ndc_balance,288.78,182.59,110.06,47.93,0.0089,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.00%
70,5,Bar Casting & Assay_Entity,USA,2025-01-09,daily_state,ndc_balance,298.45,181.43,106.22,45.65,0.0073,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.00%
71,6,Logistics & Vaulting_Entity,USA,2025-01-09,daily_state,ndc_balance,336.49,144.49,70.43,31.94,0.0027,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.00%
72,7,Exchange Registration_Entity,USA,2025-01-09,daily_state,ndc_balance,292.19,198.72,127.09,52.74,0.0114,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.00%
73,0,Geological Prospecting_Entity,USA,2025-01-10,daily_state,ndc_balance,315.28,189.85,110.4,45.13,0.0064,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.05%
74,1,Mine Extraction_Entity,USA,2025-01-10,daily_state,ndc_balance,329.95,189.87,107.08,42.78,0.0051,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.05%
75,2,Ore Processing_Entity,USA,2025-01-10,daily_state,ndc_balance,292.0,181.15,107.64,46.8,0.0081,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.05%
76,3,Doré Production_Entity,USA,2025-01-10,daily_state,ndc_balance,286.94,170.71,98.44,44.48,0.0074,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.05%
77,4,Refining_Entity,USA,2025-01-10,daily_state,ndc_balance,305.02,190.11,113.36,47.07,0.0076,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.05%
78,5,Bar Casting & Assay_Entity,USA,2025-01-10,daily_state,ndc_balance,303.06,177.93,101.69,43.79,0.0064,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.05%
79,6,Logistics & Vaulting_Entity,USA,2025-01-10,daily_state,ndc_balance,329.86,156.01,79.06,34.85,0.0033,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.05%
80,7,Exchange Registration_Entity,USA,2025-01-10,daily_state,ndc_balance,300.02,202.91,129.14,52.34,0.0106,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.05%
81,0,Geological Prospecting_Entity,USA,2025-01-11,daily_state,ndc_balance,293.77,185.84,112.06,47.96,0.0086,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.10%
82,1,Mine Extraction_Entity,USA,2025-01-11,daily_state,ndc_balance,322.24,191.15,110.01,44.33,0.0058,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.10%
83,2,Ore Processing_Entity,USA,2025-01-11,daily_state,ndc_balance,318.7,179.13,99.51,41.65,0.0051,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.10%
84,3,Doré Production_Entity,USA,2025-01-11,daily_state,ndc_balance,283.75,175.6,104.15,46.66,0.0085,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.10%
85,4,Refining_Entity,USA,2025-01-11,daily_state,ndc_balance,298.05,190.82,116.13,48.7,0.0087,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.10%
86,5,Bar Casting & Assay_Entity,USA,2025-01-11,daily_state,ndc_balance,287.37,183.01,110.92,48.37,0.0092,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.10%
87,6,Logistics & Vaulting_Entity,USA,2025-01-11,daily_state,ndc_balance,347.84,163.03,82.29,34.55,0.0029,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.10%
88,7,Exchange Registration_Entity,USA,2025-01-11,daily_state,ndc_balance,294.96,187.32,113.29,48.2,0.0086,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.10%
89,0,Geological Prospecting_Entity,USA,2025-01-12,daily_state,ndc_balance,300.38,182.77,107.08,45.7,0.0072,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.15%
90,1,Mine Extraction_Entity,USA,2025-01-12,daily_state,ndc_balance,319.27,207.8,128.13,49.75,0.008,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.15%
91,2,Ore Processing_Entity,USA,2025-01-12,daily_state,ndc_balance,299.46,185.13,109.72,46.6,0.0076,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.15%
92,3,Doré Production_Entity,USA,2025-01-12,daily_state,ndc_balance,273.74,179.47,111.31,50.22,0.0112,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.15%
93,4,Refining_Entity,USA,2025-01-12,daily_state,ndc_balance,293.27,182.99,109.2,47.14,0.0082,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.15%
94,5,Bar Casting & Assay_Entity,USA,2025-01-12,daily_state,ndc_balance,290.76,183.59,110.55,47.85,0.0087,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.15%
95,6,Logistics & Vaulting_Entity,USA,2025-01-12,daily_state,ndc_balance,343.26,154.97,77.0,33.38,0.0028,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.15%
96,7,Exchange Registration_Entity,USA,2025-01-12,daily_state,ndc_balance,313.9,193.6,114.54,46.46,0.0069,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.15%
97,0,Geological Prospecting_Entity,USA,2025-01-13,daily_state,ndc_balance,293.78,178.28,104.25,45.55,0.0075,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.21%
98,1,Mine Extraction_Entity,USA,2025-01-13,daily_state,ndc_balance,335.73,188.44,104.59,41.58,0.0046,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.21%
99,2,Ore Processing_Entity,USA,2025-01-13,daily_state,ndc_balance,302.44,178.96,102.82,44.2,0.0066,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.21%
100,3,Doré Production_Entity,USA,2025-01-13,daily_state,ndc_balance,283.96,169.84,98.31,44.76,0.0077,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.21%
101,4,Refining_Entity,USA,2025-01-13,daily_state,ndc_balance,291.6,174.57,101.11,44.81,0.0073,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.21%
102,5,Bar Casting & Assay_Entity,USA,2025-01-13,daily_state,ndc_balance,286.16,186.74,115.39,49.91,0.0101,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.21%
103,6,Logistics & Vaulting_Entity,USA,2025-01-13,daily_state,ndc_balance,344.91,158.9,79.61,34.01,0.0029,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.21%
104,7,Exchange Registration_Entity,USA,2025-01-13,daily_state,ndc_balance,312.22,203.74,125.89,49.91,0.0085,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.21%
105,0,Geological Prospecting_Entity,USA,2025-01-14,daily_state,ndc_balance,296.54,174.52,99.9,43.91,0.0067,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.27%
106,1,Mine Extraction_Entity,USA,2025-01-14,daily_state,ndc_balance,310.59,197.76,119.84,48.36,0.0078,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.27%
107,2,Ore Processing_Entity,USA,2025-01-14,daily_state,ndc_balance,307.25,181.99,104.63,44.25,0.0064,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.27%
108,3,Doré Production_Entity,USA,2025-01-14,daily_state,ndc_balance,281.29,168.13,97.27,44.73,0.0078,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.27%
109,4,Refining_Entity,USA,2025-01-14,daily_state,ndc_balance,307.56,172.7,95.88,41.6,0.0055,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.27%
110,5,Bar Casting & Assay_Entity,USA,2025-01-14,daily_state,ndc_balance,304.38,175.53,99.13,42.89,0.006,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.27%
111,6,Logistics & Vaulting_Entity,USA,2025-01-14,daily_state,ndc_balance,347.17,147.65,71.73,31.68,0.0025,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.27%
112,7,Exchange Registration_Entity,USA,2025-01-14,daily_state,ndc_balance,299.37,187.55,112.26,47.38,0.008,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.27%
113,0,Geological Prospecting_Entity,USA,2025-01-15,daily_state,ndc_balance,298.83,195.59,121.14,50.11,0.0094,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.34%
114,1,Mine Extraction_Entity,USA,2025-01-15,daily_state,ndc_balance,320.97,182.92,102.52,42.31,0.0052,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.34%
115,2,Ore Processing_Entity,USA,2025-01-15,daily_state,ndc_balance,302.15,191.85,116.01,48.19,0.0082,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.34%
116,3,Doré Production_Entity,USA,2025-01-15,daily_state,ndc_balance,302.38,178.69,102.57,44.13,0.0065,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.34%
117,4,Refining_Entity,USA,2025-01-15,daily_state,ndc_balance,311.22,191.99,113.61,46.48,0.007,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.34%
118,5,Bar Casting & Assay_Entity,USA,2025-01-15,daily_state,ndc_balance,308.59,161.41,85.98,38.53,0.0046,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.34%
119,6,Logistics & Vaulting_Entity,USA,2025-01-15,daily_state,ndc_balance,355.27,170.91,87.28,35.42,0.0029,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.34%
120,7,Exchange Registration_Entity,USA,2025-01-15,daily_state,ndc_balance,286.08,182.01,110.24,48.31,0.0092,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.34%
121,0,Geological Prospecting_Entity,USA,2025-01-16,daily_state,ndc_balance,290.79,173.63,100.38,44.67,0.0073,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.41%
122,1,Mine Extraction_Entity,USA,2025-01-16,daily_state,ndc_balance,314.34,193.34,114.16,46.31,0.0068,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.41%
123,2,Ore Processing_Entity,USA,2025-01-16,daily_state,ndc_balance,317.88,196.76,116.71,46.67,0.0068,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.41%
124,3,Doré Production_Entity,USA,2025-01-16,daily_state,ndc_balance,280.99,167.47,96.69,44.57,0.0078,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.41%
125,4,Refining_Entity,USA,2025-01-16,daily_state,ndc_balance,317.46,192.41,112.41,45.48,0.0064,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.41%
126,5,Bar Casting & Assay_Entity,USA,2025-01-16,daily_state,ndc_balance,295.2,185.69,111.49,47.62,0.0083,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.41%
127,6,Logistics & Vaulting_Entity,USA,2025-01-16,daily_state,ndc_balance,348.23,166.37,84.7,35.19,0.003,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.41%
128,7,Exchange Registration_Entity,USA,2025-01-16,daily_state,ndc_balance,296.08,193.6,119.82,50.05,0.0095,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.41%
129,0,Geological Prospecting_Entity,USA,2025-01-17,daily_state,ndc_balance,284.16,174.08,102.49,46.08,0.0082,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.48%
130,1,Mine Extraction_Entity,USA,2025-01-17,daily_state,ndc_balance,312.34,187.22,108.52,44.88,0.0064,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.48%
131,2,Ore Processing_Entity,USA,2025-01-17,daily_state,ndc_balance,299.92,180.65,105.08,45.14,0.007,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.48%
132,3,Doré Production_Entity,USA,2025-01-17,daily_state,ndc_balance,274.19,181.45,113.4,50.84,0.0116,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.48%
133,4,Refining_Entity,USA,2025-01-17,daily_state,ndc_balance,303.44,168.94,93.3,41.21,0.0055,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.48%
134,5,Bar Casting & Assay_Entity,USA,2025-01-17,daily_state,ndc_balance,285.99,184.37,112.82,49.13,0.0097,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.48%
135,6,Logistics & Vaulting_Entity,USA,2025-01-17,daily_state,ndc_balance,343.02,154.21,76.49,33.26,0.0028,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.48%
136,7,Exchange Registration_Entity,USA,2025-01-17,daily_state,ndc_balance,298.66,194.4,119.87,49.75,0.0092,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.48%
137,0,Geological Prospecting_Entity,USA,2025-01-18,daily_state,ndc_balance,284.86,186.51,115.55,50.13,0.0103,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.55%
138,1,Mine Extraction_Entity,USA,2025-01-18,daily_state,ndc_balance,311.07,190.83,112.46,46.16,0.0069,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.55%
139,2,Ore Processing_Entity,USA,2025-01-18,daily_state,ndc_balance,308.79,180.77,103.11,43.64,0.0061,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.55%
140,3,Doré Production_Entity,USA,2025-01-18,daily_state,ndc_balance,279.07,173.15,102.9,46.81,0.0089,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.55%
141,4,Refining_Entity,USA,2025-01-18,daily_state,ndc_balance,320.48,172.42,93.31,39.69,0.0046,index,simulated,Synthetic Generator - Optimization,,Optimization trajectory - progress: 1.55%
