record_id,phase_id,entity,country,date,metric_name,metric_value,unit,source_type,source_name,url,notes
12,2,Austria Werbung,Vienna Austria,2019-01-01,vienna_international_visitors_yr_mn,17,million visitors/yr,public,Austria Werbung Tourism Statistics 2019,https://www.austriatourism.com,Vienna international visitor arrivals 2019 (pre-COVID peak); approximately 14.5 million in 2023 (85% recovery)
13,2,Hungarian Tourism Agency,Budapest Hungary,2019-01-01,budapest_international_visitors_yr_mn,5.7,million visitors/yr,public,Hungarian Tourism Agency Annual Report 2019,https://hta.hu,Budapest international overnight visitors 2019; approximately 4.8 million in 2023 (84% recovery)
14,2,EuroVelo / ECF,Danube Basin,2022-01-01,eurovelo6_total_length_km,4448,km,public,EuroVelo 6 Route Information (European Cyclists Federation),https://www.eurovelo.com/en/eurovelos/eurovelo-6,EuroVelo 6 (Atlantic-Black Sea route) total length; Danube section approximately 2900 km; estimated 150000 cyclists/yr on Danube sections
15,2,Wachau World Heritage,Wachau Austria,2022-01-01,wachau_visitors_yr_mn,1.0,million visitors/yr,public,Wachau World Heritage / NÖ Tourismus,https://www.wachau.at,Wachau Cultural Landscape (UNESCO) visitor numbers; includes Dürnstein; Melk Abbey; Spitz
16,2,DDBRA / Romanian Ministry of Tourism,Danube Delta Romania,2023-01-01,delta_ecotourists_yr,80000,visitors/yr,public,Danube Delta Biosphere Reserve Authority Tourism Data,https://www.ddbra.ro,Registered ecotourists visiting Danube Delta per year; growing 6%/yr since 2015 (excluding COVID years)
17,2,Danube Tourist Commission,Danube Basin,2023-01-01,active_visitor_centres_count,85,count,public,Danube Tourist Commission / Danube Pearls Network,https://www.danube-tourist-commission.org,Visitor centres and interpretation facilities at heritage sites along Danube corridor; 49 Danube Pearls certified sites
18,3,World Bank,Danube Basin,2022-01-01,certified_heritage_guides_estimated,3200,persons,public,World Bank Cultural Tourism Sector Review Eastern Europe 2022,https://www.worldbank.org,Estimated certified and registered heritage guides in Danube basin countries; 40% of actual guides are unregistered
19,3,World Bank,Danube Basin,2022-01-01,informal_guide_economy_pct,40,percent,public,World Bank Cultural Tourism Sector Review Eastern Europe 2022,https://www.worldbank.org,Estimated 40% of heritage guides and ecotourism operators operate without formal registration; concentrated in Romania; Ukraine; Serbia
20,3,DDBRA,Danube Delta Romania,2023-01-01,delta_ecotourism_operators_registered,140,count,public,DDBRA Ecotourism Operator Database 2023,https://www.ddbra.ro,Registered ecotourism operators in Danube Delta (boat tours; guided nature walks; accommodation); 60 additional informal operators estimated
21,3,Danube Tourist Commission,Danube Basin,2023-01-01,annual_cultural_festivals_count,180,count/yr,public,Danube Tourist Commission Cultural Calendar 2023,https://www.danube-tourist-commission.org,Major annual cultural festivals and events at heritage sites; includes medieval festivals; wine harvest events; Danube Day (June 29)
22,3,Various national tourism agencies,Danube Basin,2022-01-01,living_heritage_artisan_enterprises,850,enterprises,inferred,EU COSME craft and artisan sector reports; national surveys,https://ec.europa.eu,Traditional craft enterprises (pottery; weaving; woodcarving; Delta fishing crafts) registered as cultural heritage enterprises basin-wide
23,4,UNWTO,Danube Basin,2019-01-01,total_cultural_tourism_revenue_eur_bn,2.8,EUR billion/yr,public,UNWTO Tourism Satellite Account estimates; Eurostat national accounts,https://www.unwto.org,Estimated total cultural tourism expenditure attributable to Danube heritage sites 2019 baseline; 2023 estimate EUR 2.4 billion (85% recovery)
24,4,DDBRA / Romanian Government,Danube Delta Romania,2023-01-01,delta_ecotourism_direct_revenue_eur_mn,28,EUR million/yr,public,DDBRA Economic Assessment 2023,https://www.ddbra.ro,Direct ecotourism revenue in Danube Delta (accommodation; transport; guiding; entrance fees); excludes multiplier effects
25,4,Danube Tourist Commission,Danube Basin,2023-01-01,cruise_sector_direct_revenue_eur_mn,80,EUR million/yr,public,Danube Tourist Commission Economic Impact Study 2023,https://www.danube-tourist-commission.org,Direct revenue to Danube port cities from cruise passenger expenditure; EUR 320 average spend per passenger at 250000 passengers
26,4,ICOMOS,Danube Basin,2023-01-01,conservation_reinvestment_ratio_pct,12,percent,public,ICOMOS Heritage and Tourism Guidelines 2023,https://www.icomos.org,Share of cultural tourism revenue formally reinvested in heritage conservation; international benchmark 22-25%; Danube average 12%
27,4,Eurostat / national accounts,Danube Basin,2022-01-01,heritage_sector_employment_fte,95000,FTE,public,Eurostat SBS Tourism module 2022; national accounts,https://ec.europa.eu/eurostat,Full-time equivalent employment in cultural heritage sector (museums; guided tours; conservation; heritage administration) basin-wide
28,4,Eurostat,EU Danube states,2022-01-01,revenue_through_formal_accounts_pct,62,percent,inferred,Eurostat tourism satellite accounts; informal economy studies,https://ec.europa.eu/eurostat,Estimated 62% of cultural tourism revenue flows through formal registered accounts; remainder is informal cash economy
29,4,Vienna City Administration,Vienna Austria,2023-01-01,city_bed_tax_per_night_eur,3.02,EUR/night,public,Vienna City Tourism Tax (Ortstaxe) 2023,https://www.wien.gv.at,Vienna tourism tax EUR 3.02 per person per night; contributes to city cultural heritage fund; Budapest EUR 4.00/night (2023 rate)
