record_id,phase_id,entity,country,date,metric_type,metric_category,d_value,c_value,n_value,balance_score,sustainability_index,unit,source_type,source_name,url,notes
30,5,Bar Casting & Assay_Entity,USA,2025-01-04,daily_state,ndc_balance,267.05,274.22,256.81,94.9,1.6265,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
31,6,Logistics & Vaulting_Entity,USA,2025-01-04,daily_state,ndc_balance,194.89,193.32,191.0,98.4,8.0224,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
32,7,Exchange Registration_Entity,USA,2025-01-04,daily_state,ndc_balance,265.48,255.13,240.73,92.5,0.8534,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
33,0,Geological Prospecting_Entity,USA,2025-01-05,daily_state,ndc_balance,234.94,236.62,232.47,98.6,7.8128,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
34,1,Mine Extraction_Entity,USA,2025-01-05,daily_state,ndc_balance,261.68,270.27,249.55,93.84,1.1929,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
35,2,Ore Processing_Entity,USA,2025-01-05,daily_state,ndc_balance,288.18,265.59,236.52,85.49,0.1922,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
36,3,Doré Production_Entity,USA,2025-01-05,daily_state,ndc_balance,248.18,264.89,226.0,88.15,0.3457,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
37,4,Refining_Entity,USA,2025-01-05,daily_state,ndc_balance,272.22,290.37,248.11,88.25,0.2946,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
38,5,Bar Casting & Assay_Entity,USA,2025-01-05,daily_state,ndc_balance,223.46,272.0,172.54,69.98,0.0423,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
39,6,Logistics & Vaulting_Entity,USA,2025-01-05,daily_state,ndc_balance,204.06,191.82,175.48,88.7,0.6258,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
40,7,Exchange Registration_Entity,USA,2025-01-05,daily_state,ndc_balance,284.13,241.43,193.91,74.04,0.0545,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
41,0,Geological Prospecting_Entity,USA,2025-01-06,daily_state,ndc_balance,220.13,219.16,217.73,99.13,9.1547,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
42,1,Mine Extraction_Entity,USA,2025-01-06,daily_state,ndc_balance,285.59,243.41,196.22,74.42,0.0559,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
43,2,Ore Processing_Entity,USA,2025-01-06,daily_state,ndc_balance,271.29,268.7,264.89,98.11,5.9883,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
44,3,Doré Production_Entity,USA,2025-01-06,daily_state,ndc_balance,257.15,243.65,225.37,90.03,0.5203,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
45,4,Refining_Entity,USA,2025-01-06,daily_state,ndc_balance,265.47,271.97,256.16,95.33,1.9133,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
46,5,Bar Casting & Assay_Entity,USA,2025-01-06,daily_state,ndc_balance,264.88,275.17,250.51,92.79,0.8621,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
47,6,Logistics & Vaulting_Entity,USA,2025-01-06,daily_state,ndc_balance,192.89,191.84,190.28,98.92,9.005,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
48,7,Exchange Registration_Entity,USA,2025-01-06,daily_state,ndc_balance,277.54,251.39,218.78,82.83,0.1442,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
49,0,Geological Prospecting_Entity,USA,2025-01-07,daily_state,ndc_balance,228.51,217.95,203.47,91.17,0.8235,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
50,1,Mine Extraction_Entity,USA,2025-01-07,daily_state,ndc_balance,264.14,249.03,228.75,89.19,0.4195,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
51,2,Ore Processing_Entity,USA,2025-01-07,daily_state,ndc_balance,262.84,270.68,251.71,94.37,1.3976,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
52,3,Doré Production_Entity,USA,2025-01-07,daily_state,ndc_balance,238.93,223.81,203.77,88.12,0.4194,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
53,4,Refining_Entity,USA,2025-01-07,daily_state,ndc_balance,271.65,270.53,268.86,99.18,8.8832,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
54,5,Bar Casting & Assay_Entity,USA,2025-01-07,daily_state,ndc_balance,292.36,261.4,223.67,80.91,0.1032,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
55,6,Logistics & Vaulting_Entity,USA,2025-01-07,daily_state,ndc_balance,207.93,196.91,182.0,89.95,0.7612,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
56,7,Exchange Registration_Entity,USA,2025-01-07,daily_state,ndc_balance,255.29,277.78,226.48,85.05,0.1939,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
57,0,Geological Prospecting_Entity,USA,2025-01-08,daily_state,ndc_balance,225.6,258.09,187.58,77.74,0.0938,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
58,1,Mine Extraction_Entity,USA,2025-01-08,daily_state,ndc_balance,261.81,259.18,255.32,98.01,5.9192,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
59,2,Ore Processing_Entity,USA,2025-01-08,daily_state,ndc_balance,284.17,257.72,224.65,83.01,0.1409,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
60,3,Doré Production_Entity,USA,2025-01-08,daily_state,ndc_balance,261.84,252.29,238.94,92.97,0.9888,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
61,4,Refining_Entity,USA,2025-01-08,daily_state,ndc_balance,286.56,247.39,202.56,76.08,0.0647,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
62,5,Bar Casting & Assay_Entity,USA,2025-01-08,daily_state,ndc_balance,285.74,233.52,179.24,69.39,0.0365,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
63,6,Logistics & Vaulting_Entity,USA,2025-01-08,daily_state,ndc_balance,213.5,238.18,183.29,81.28,0.1614,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
64,7,Exchange Registration_Entity,USA,2025-01-08,daily_state,ndc_balance,269.84,268.56,266.67,99.06,8.6031,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
65,0,Geological Prospecting_Entity,USA,2025-01-09,daily_state,ndc_balance,226.79,205.18,178.27,82.64,0.2095,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
66,1,Mine Extraction_Entity,USA,2025-01-09,daily_state,ndc_balance,242.04,255.47,223.84,90.02,0.525,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
67,2,Ore Processing_Entity,USA,2025-01-09,daily_state,ndc_balance,269.36,287.76,244.99,88.0,0.2869,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
68,3,Doré Production_Entity,USA,2025-01-09,daily_state,ndc_balance,231.51,267.14,190.46,76.59,0.0782,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
69,4,Refining_Entity,USA,2025-01-09,daily_state,ndc_balance,263.55,258.44,251.06,96.2,2.7706,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
70,5,Bar Casting & Assay_Entity,USA,2025-01-09,daily_state,ndc_balance,277.5,237.08,191.68,74.73,0.0608,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
71,6,Logistics & Vaulting_Entity,USA,2025-01-09,daily_state,ndc_balance,208.71,222.77,190.06,88.14,0.4817,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
72,7,Exchange Registration_Entity,USA,2025-01-09,daily_state,ndc_balance,261.19,282.56,233.52,85.96,0.2142,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
73,0,Geological Prospecting_Entity,USA,2025-01-10,daily_state,ndc_balance,229.78,228.78,227.29,99.13,9.0893,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
74,1,Mine Extraction_Entity,USA,2025-01-10,daily_state,ndc_balance,247.32,230.93,209.32,87.59,0.3589,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
75,2,Ore Processing_Entity,USA,2025-01-10,daily_state,ndc_balance,293.71,285.05,272.78,94.27,1.1768,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
76,3,Doré Production_Entity,USA,2025-01-10,daily_state,ndc_balance,249.64,245.94,240.55,97.08,4.2253,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
77,4,Refining_Entity,USA,2025-01-10,daily_state,ndc_balance,265.68,268.88,260.98,97.64,4.9323,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
78,5,Bar Casting & Assay_Entity,USA,2025-01-10,daily_state,ndc_balance,270.27,246.84,217.18,84.08,0.1789,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
79,6,Logistics & Vaulting_Entity,USA,2025-01-10,daily_state,ndc_balance,233.86,208.23,177.24,80.31,0.1499,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
80,7,Exchange Registration_Entity,USA,2025-01-10,daily_state,ndc_balance,268.01,291.52,237.88,85.1,0.1777,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
81,0,Geological Prospecting_Entity,USA,2025-01-11,daily_state,ndc_balance,211.81,229.31,189.19,85.84,0.3161,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
82,1,Mine Extraction_Entity,USA,2025-01-11,daily_state,ndc_balance,283.81,240.37,192.32,73.63,0.0527,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
83,2,Ore Processing_Entity,USA,2025-01-11,daily_state,ndc_balance,300.88,287.57,269.25,91.54,0.5346,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
84,3,Doré Production_Entity,USA,2025-01-11,daily_state,ndc_balance,258.76,274.28,237.89,89.3,0.3983,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
85,4,Refining_Entity,USA,2025-01-11,daily_state,ndc_balance,272.75,251.58,224.28,85.62,0.2182,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
86,5,Bar Casting & Assay_Entity,USA,2025-01-11,daily_state,ndc_balance,253.09,245.46,234.66,94.15,1.4668,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
87,6,Logistics & Vaulting_Entity,USA,2025-01-11,daily_state,ndc_balance,205.27,206.28,203.77,99.02,9.0715,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
88,7,Exchange Registration_Entity,USA,2025-01-11,daily_state,ndc_balance,290.58,295.03,284.09,97.03,3.3521,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
89,0,Geological Prospecting_Entity,USA,2025-01-12,daily_state,ndc_balance,227.14,241.72,207.69,88.64,0.4493,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
90,1,Mine Extraction_Entity,USA,2025-01-12,daily_state,ndc_balance,262.98,304.52,215.41,76.12,0.0576,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
91,2,Ore Processing_Entity,USA,2025-01-12,daily_state,ndc_balance,296.33,265.13,227.07,81.01,0.1017,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
92,3,Doré Production_Entity,USA,2025-01-12,daily_state,ndc_balance,230.88,249.24,207.03,86.3,0.2882,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
93,4,Refining_Entity,USA,2025-01-12,daily_state,ndc_balance,273.59,278.41,266.61,96.6,3.0138,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
94,5,Bar Casting & Assay_Entity,USA,2025-01-12,daily_state,ndc_balance,274.05,259.25,239.26,89.76,0.4367,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
95,6,Logistics & Vaulting_Entity,USA,2025-01-12,daily_state,ndc_balance,194.24,173.29,147.86,80.59,0.2227,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
96,7,Exchange Registration_Entity,USA,2025-01-12,daily_state,ndc_balance,280.25,295.97,258.97,89.92,0.3888,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
97,0,Geological Prospecting_Entity,USA,2025-01-13,daily_state,ndc_balance,230.64,193.52,153.12,72.48,0.072,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
98,1,Mine Extraction_Entity,USA,2025-01-13,daily_state,ndc_balance,270.03,262.88,252.69,94.84,1.6367,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
99,2,Ore Processing_Entity,USA,2025-01-13,daily_state,ndc_balance,274.17,283.71,260.76,93.5,0.9902,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
100,3,Doré Production_Entity,USA,2025-01-13,daily_state,ndc_balance,248.3,220.37,186.79,79.85,0.1265,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
101,4,Refining_Entity,USA,2025-01-13,daily_state,ndc_balance,282.8,276.04,266.36,95.33,1.7959,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
102,5,Bar Casting & Assay_Entity,USA,2025-01-13,daily_state,ndc_balance,283.68,279.91,274.41,97.38,4.1382,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
103,6,Logistics & Vaulting_Entity,USA,2025-01-13,daily_state,ndc_balance,186.77,184.06,180.12,97.15,5.7799,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
104,7,Exchange Registration_Entity,USA,2025-01-13,daily_state,ndc_balance,295.16,290.19,282.98,96.69,2.887,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
105,0,Geological Prospecting_Entity,USA,2025-01-14,daily_state,ndc_balance,235.61,285.65,182.74,70.44,0.0398,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
106,1,Mine Extraction_Entity,USA,2025-01-14,daily_state,ndc_balance,276.44,276.74,275.99,99.78,9.9103,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
107,2,Ore Processing_Entity,USA,2025-01-14,daily_state,ndc_balance,302.19,293.03,280.07,94.12,1.0647,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
108,3,Doré Production_Entity,USA,2025-01-14,daily_state,ndc_balance,243.15,254.97,226.95,91.15,0.6685,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
109,4,Refining_Entity,USA,2025-01-14,daily_state,ndc_balance,266.29,262.04,255.86,96.86,3.5674,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
110,5,Bar Casting & Assay_Entity,USA,2025-01-14,daily_state,ndc_balance,260.6,262.78,257.38,98.36,6.7822,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
111,6,Logistics & Vaulting_Entity,USA,2025-01-14,daily_state,ndc_balance,242.6,167.69,108.77,53.93,0.0178,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
112,7,Exchange Registration_Entity,USA,2025-01-14,daily_state,ndc_balance,298.17,252.28,201.59,73.5,0.0472,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
113,0,Geological Prospecting_Entity,USA,2025-01-15,daily_state,ndc_balance,221.21,236.23,201.3,88.06,0.4243,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
114,1,Mine Extraction_Entity,USA,2025-01-15,daily_state,ndc_balance,269.25,237.23,199.24,78.83,0.0966,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
115,2,Ore Processing_Entity,USA,2025-01-15,daily_state,ndc_balance,277.56,293.87,255.6,89.5,0.3625,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
116,3,Doré Production_Entity,USA,2025-01-15,daily_state,ndc_balance,237.33,245.53,225.81,93.54,1.2964,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
117,4,Refining_Entity,USA,2025-01-15,daily_state,ndc_balance,278.97,254.9,224.4,84.15,0.1697,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
118,5,Bar Casting & Assay_Entity,USA,2025-01-15,daily_state,ndc_balance,300.45,273.04,238.65,83.32,0.1314,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
119,6,Logistics & Vaulting_Entity,USA,2025-01-15,daily_state,ndc_balance,177.91,204.99,146.64,76.78,0.1346,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
120,7,Exchange Registration_Entity,USA,2025-01-15,daily_state,ndc_balance,278.36,296.98,253.65,88.22,0.2806,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
121,0,Geological Prospecting_Entity,USA,2025-01-16,daily_state,ndc_balance,216.77,214.86,212.05,98.25,7.3281,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
122,1,Mine Extraction_Entity,USA,2025-01-16,daily_state,ndc_balance,276.24,272.51,267.07,97.34,4.1906,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
123,2,Ore Processing_Entity,USA,2025-01-16,daily_state,ndc_balance,270.66,275.91,263.06,96.26,2.6612,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
124,3,Doré Production_Entity,USA,2025-01-16,daily_state,ndc_balance,241.54,230.17,214.6,91.02,0.7183,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
125,4,Refining_Entity,USA,2025-01-16,daily_state,ndc_balance,305.14,274.22,236.2,81.65,0.1035,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
126,5,Bar Casting & Assay_Entity,USA,2025-01-16,daily_state,ndc_balance,249.75,278.45,214.58,81.37,0.1199,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
127,6,Logistics & Vaulting_Entity,USA,2025-01-16,daily_state,ndc_balance,240.49,220.51,195.03,84.69,0.2444,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
128,7,Exchange Registration_Entity,USA,2025-01-16,daily_state,ndc_balance,265.87,273.21,255.41,94.77,1.5647,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
129,0,Geological Prospecting_Entity,USA,2025-01-17,daily_state,ndc_balance,247.99,204.45,158.5,70.39,0.0525,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
130,1,Mine Extraction_Entity,USA,2025-01-17,daily_state,ndc_balance,275.65,271.13,264.58,96.78,3.2945,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
131,2,Ore Processing_Entity,USA,2025-01-17,daily_state,ndc_balance,275.08,281.12,266.4,95.8,2.1542,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
132,3,Doré Production_Entity,USA,2025-01-17,daily_state,ndc_balance,200.37,223.75,171.8,81.14,0.1796,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
133,4,Refining_Entity,USA,2025-01-17,daily_state,ndc_balance,275.2,244.73,207.97,80.14,0.1066,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
134,5,Bar Casting & Assay_Entity,USA,2025-01-17,daily_state,ndc_balance,293.47,236.45,178.6,67.8,0.0307,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
135,6,Logistics & Vaulting_Entity,USA,2025-01-17,daily_state,ndc_balance,202.39,204.54,199.22,97.91,6.8259,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
136,7,Exchange Registration_Entity,USA,2025-01-17,daily_state,ndc_balance,310.61,256.34,198.97,70.51,0.0338,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
137,0,Geological Prospecting_Entity,USA,2025-01-18,daily_state,ndc_balance,246.72,217.6,182.99,78.98,0.1166,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
138,1,Mine Extraction_Entity,USA,2025-01-18,daily_state,ndc_balance,254.55,265.74,239.08,91.93,0.74,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
139,2,Ore Processing_Entity,USA,2025-01-18,daily_state,ndc_balance,292.26,271.61,244.63,86.83,0.2293,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
140,3,Doré Production_Entity,USA,2025-01-18,daily_state,ndc_balance,250.32,235.48,215.65,88.82,0.4345,index,simulated,Synthetic Generator - Baseline,,Baseline balanced scenario - healthy supply chain
